environment,seed,team,relay_count,map_mode,command_mode,stress,n_agents,n_payload,max_steps,success_time,alive_final,reached_final,payload_reached,attrition_rate,exposure_per_agent_step,early_exposure_per_agent_step,recovery_time,mean_effective_map_delay,early_map_mse,mean_consensus,safe_exposure_cut,safe_exposure_scale,reached_fraction,alive_fraction,payload_fraction,time_efficiency,exposure_safety,recovery_safety,strict_success,operational_score,safe_delivery_success,degraded_outcome
grid_world,1491627926,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,11,11,2,0.08333333333333333,0.22318938991366608,0.14990887355867905,14,6.0,0.0017417919713971122,0.4510879802234016,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7166666666666667,0.1072424403453357,0.30000000000000004,1,72.46806083150136,0,1
grid_world,3371277097,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.18223027691831256,0.12756119384281878,8,6.0,0.0007958488540346275,0.4789446395900234,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.27107889232674975,0.6,1,81.26177115924116,0,1
grid_world,3700859541,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.2007775034070252,0.14054425238491763,9,6.0,0.001067599899805835,0.47086341923360575,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.19688998637189925,0.55,1,79.72312647587326,0,1
grid_world,2308332237,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.1796112168982478,0.12572785182877347,9,6.0,0.0009144585409540033,0.4711484938208324,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.2815551324070088,0.55,1,80.9084385203648,0,1
grid_world,2337868461,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,11,11,1,0.08333333333333333,0.19656530922143584,0.13071593063225484,10,6.0,0.0015501725561008239,0.4789446395900234,0.17,0.25,0.9166666666666666,0.9166666666666666,0.5,0.7166666666666667,0.21373876311425666,0.5,1,66.95900935026626,0,1
grid_world,637138945,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,35,11,11,2,0.08333333333333333,0.21505889457776048,0.14946593173154352,11,6.0,0.0018980985339025894,0.4679418082812622,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7083333333333333,0.13976442168895808,0.44999999999999996,1,74.29003523697874,0,1
grid_world,3512030790,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,35,12,12,2,0.0,0.2095605690428334,0.15088360971084006,11,6.0,0.0018761454412109708,0.47147333322788193,0.17,0.25,1.0,1.0,1.0,0.7083333333333333,0.16175772382866638,0.44999999999999996,1,78.09794146693466,0,1
grid_world,676670010,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,10,2,0.0,0.19363853544158585,0.1355469748091101,10,6.0,0.0017329807517801798,0.4669653463490102,0.17,0.25,0.8333333333333334,1.0,1.0,0.7166666666666667,0.2254458582336566,0.5,1,75.62290868193787,0,1
grid_world,2253748583,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,9,2,0.0,0.18541672940071804,0.12608337599248828,8,6.0,0.0006696098357288731,0.46649836499237474,0.17,0.25,0.75,1.0,1.0,0.725,0.2583330823971278,0.6,1,75.2166631535598,0,1
grid_world,2610059088,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,10,2,0.0,0.224316146734514,0.15253497977946953,13,6.0,0.002462980024551505,0.46248564290529115,0.17,0.25,0.8333333333333334,1.0,1.0,0.725,0.102735413061944,0.35,1,72.53829578286722,0,1
