stress,map_mode,command_mode,contrast,metric,delta,ci95_low,ci95_high,n_left,n_right
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,degraded_outcome,0.3125,0.09375,0.5,32,32
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,attrition_rate,0.0546875,0.02083333333333333,0.09375,32,32
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,exposure_per_agent_step,-0.0008815867560302559,-0.012304278468099384,0.009591028603448798,32,32
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,mean_effective_map_delay,-14.831994327862972,-15.412944914885497,-14.103884488690536,32,32
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,payload_fraction,-0.03125,-0.140625,0.078125,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,safe_delivery_success,-0.0625,-0.28125,0.15625,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,operational_score,1.1342985739087226,-1.993705969346804,4.039476173815691,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,degraded_outcome,0.03125,-0.15703124999999996,0.25,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,attrition_rate,0.0078125,-0.0234375,0.0390625,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,exposure_per_agent_step,-0.0019358029868194182,-0.010644401814511116,0.006947791406951098,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,mean_effective_map_delay,-7.363818539294947,-7.797346181873177,-6.880891801407909,32,32
severe,scout_belief,autonomous,balanced_hetero_minus_no_relay,payload_fraction,0.0,-0.078125,0.078125,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,safe_delivery_success,0.0,-0.21875,0.21875,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,operational_score,-1.0205527752746377,-4.407962626762121,2.1460145098188987,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,degraded_outcome,0.03125,-0.15625,0.25,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,attrition_rate,-0.0026041666666666713,-0.03645833333333332,0.03125,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,exposure_per_agent_step,0.015431603135268257,0.0036383178450766418,0.026176415105262807,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,mean_effective_map_delay,-15.037766639910469,-15.511431611576944,-14.480921660633975,32,32
severe,scout_belief,autonomous,relay_rich_minus_no_relay,payload_fraction,0.03125,-0.0625,0.125,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,safe_delivery_success,-0.125,-0.34375,0.0625,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,operational_score,-0.7341149158891511,-3.6363570069247437,2.0421362356898807,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,degraded_outcome,0.09375,-0.09375,0.28125,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,attrition_rate,0.02083333333333333,-0.013020833333333329,0.052083333333333336,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,exposure_per_agent_step,0.00043787724968681607,-0.01005218865555947,0.011286832988571815,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,mean_effective_map_delay,-14.417072454228126,-15.000509866454815,-13.815343769312832,32,32
severe,scout_belief,autonomous,relay_rich_standardized_minus_no_relay,payload_fraction,0.046875,-0.046875,0.140625,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,safe_delivery_success,-0.0625,-0.28125,0.15625,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,operational_score,0.1043910169829303,-2.722223483350607,2.684169429059968,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,degraded_outcome,0.03125,-0.15625,0.25,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,attrition_rate,0.01822916666666667,-0.020833333333333322,0.0546875,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,exposure_per_agent_step,0.010232585606141237,-0.00024800585860257547,0.020975784564613808,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,mean_effective_map_delay,-15.115500974377747,-15.55502883640972,-14.56857011610882,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_minus_no_relay,payload_fraction,0.015625,-0.0625,0.09375,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,safe_delivery_success,-0.09375,-0.3125,0.09375,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,operational_score,-0.03397827987561186,-2.887155372764154,2.59517821041985,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,degraded_outcome,0.125,-0.0625,0.3125,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,attrition_rate,0.0234375,-0.010416666666666671,0.05989583333333334,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,exposure_per_agent_step,0.0022090436043946116,-0.008071447809048407,0.012115690434316586,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,mean_effective_map_delay,-14.853508744464904,-15.306936649937782,-14.369907370088175,32,32
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized_minus_no_relay,payload_fraction,0.046875,-0.046875,0.140625,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,safe_delivery_success,-0.15625,-0.375,0.0625,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,operational_score,0.012445729231274072,-2.90089293809109,2.749993995943757,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,degraded_outcome,0.125,-0.09375,0.34375,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,attrition_rate,0.02864583333333333,-0.0026041666666666644,0.059895833333333336,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,exposure_per_agent_step,0.008556408381921538,-0.001354421966724117,0.01834382928596699,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,mean_effective_map_delay,-7.300832574136312,-7.704152137078023,-6.775693505192669,32,32
severe,scout_belief,crowd_vector,balanced_hetero_minus_no_relay,payload_fraction,0.0,-0.09375,0.09375,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,safe_delivery_success,-0.09375,-0.3125,0.15625,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,operational_score,-2.053361260426385,-5.2300962115943355,1.1300073020131127,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,degraded_outcome,0.09375,-0.125,0.3125,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,attrition_rate,0.04166666666666667,0.005208333333333329,0.08333333333333334,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,exposure_per_agent_step,0.006082085679716534,-0.005265514586373108,0.017081944282013827,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,mean_effective_map_delay,-14.470655176014748,-15.190141024706163,-13.658712295735748,32,32
severe,scout_belief,crowd_vector,relay_rich_minus_no_relay,payload_fraction,-0.015625,-0.09375,0.078125,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,safe_delivery_success,-0.0625,-0.28125,0.1875,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,operational_score,-0.8196372651597414,-4.056617780152059,2.2854003915346905,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,degraded_outcome,0.0625,-0.15625,0.3125,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,attrition_rate,0.010416666666666671,-0.01822916666666667,0.0390625,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,exposure_per_agent_step,0.0015417205160025704,-0.008108924014028036,0.011547174369235368,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,mean_effective_map_delay,-15.398943065333622,-15.790691640896664,-14.910969977436487,32,32
severe,scout_belief,crowd_vector,relay_rich_standardized_minus_no_relay,payload_fraction,0.046875,-0.0625,0.140625,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,safe_delivery_success,-0.125,-0.34375,0.125,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,operational_score,-0.7875243468187847,-4.1200373308525515,2.410969480732066,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,degraded_outcome,0.09375,-0.125,0.3125,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,attrition_rate,0.039062499999999986,0.007747395833333324,0.07037760416666632,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,exposure_per_agent_step,0.006859013545247816,-0.0032818340571732466,0.017451424697091236,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,mean_effective_map_delay,-14.444424680104127,-15.087075812449422,-13.727919213524931,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_minus_no_relay,payload_fraction,0.03125,-0.0625,0.125,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,safe_delivery_success,-0.21875,-0.40703124999999996,0.0,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,operational_score,-0.5963942359326495,-4.003707811974309,2.7439915868926077,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,degraded_outcome,0.1875,-0.03125,0.40625,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,attrition_rate,0.05989583333333333,0.01822916666666667,0.10416666666666666,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,exposure_per_agent_step,-0.0032922770861375794,-0.014506671861959535,0.007411676285396496,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,mean_effective_map_delay,-14.215204423549132,-14.950555222467088,-13.376141420407022,32,32
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized_minus_no_relay,payload_fraction,0.09375,0.0,0.1875,32,32
