stress,team,map_mode,command_mode,n,safe_delivery,operational_score,degraded,exposure,attrition,map_mse,false_safe,effective_delay,consensus
degraded,scout_rich,delayed,consensus_gated,12,0.6666666666666666,78.16336470501258,0.3333333333333333,0.1056286075455694,0.027777777777777766,0.000843471688955,0.0,10.048850574712644,0.6490479153749111
degraded,scout_rich,delayed,crowd_vector,12,0.4166666666666667,75.96731404965986,0.6666666666666666,0.11364194324079469,0.06249999999999998,0.0012958380895741167,0.0,10.0,0.6508650665601717
degraded,scout_rich,delayed,stale_hold,12,0.5833333333333334,77.14718243672296,0.4166666666666667,0.11208131303139048,0.04166666666666665,0.0013386473215696833,0.0,10.114504188583675,0.6446254944522304
degraded,scout_rich,no_shared,autonomous,12,0.4166666666666667,75.79181123360408,0.5833333333333334,0.10922656421267653,0.05555555555555553,0.03068123062670131,0.06809764309764305,10.304730576441104,0.0
degraded,scout_rich,no_shared,consensus_gated,12,0.8333333333333334,78.21855354286562,0.3333333333333333,0.11299680411475704,0.013888888888888883,0.031969592038324085,0.062342171717171664,10.0,0.6221543805671149
degraded,scout_rich,no_shared,crowd_vector,12,0.4166666666666667,77.57131823021653,0.5833333333333334,0.10911208918654426,0.05555555555555553,0.030496160737081376,0.06392854830354826,10.0,0.6414358734483246
degraded,scout_rich,no_shared,stale_hold,12,0.75,78.1507935446708,0.3333333333333333,0.1061753607001465,0.027777777777777766,0.02952118495891054,0.05543120599938777,10.053571428571429,0.6309002022452315
degraded,scout_rich,perfect,autonomous,12,0.5,71.99288898621946,0.5,0.11606280270332386,0.055555555555555546,0.0,0.0,10.230462519936204,0.0
degraded,scout_rich,perfect,consensus_gated,12,0.5,75.65491453373085,0.5,0.10557224251227183,0.0486111111111111,0.0,0.0,10.0,0.6367163700497033
degraded,scout_rich,perfect,crowd_vector,12,0.75,79.40394853847368,0.3333333333333333,0.1145940361943552,0.027777777777777766,0.0,0.0,10.0,0.6415167608629846
degraded,scout_rich,perfect,stale_hold,12,0.6666666666666666,78.94450528235272,0.3333333333333333,0.10598317095985403,0.04166666666666665,0.0,0.0,10.008620689655173,0.6435493195074194
degraded,scout_rich,scout_belief,autonomous,12,0.25,72.65630900403004,0.8333333333333334,0.1239127632700041,0.06944444444444442,0.0026769443158858167,0.0,10.0,0.0
degraded,scout_rich,scout_belief,consensus_gated,12,0.5833333333333334,76.90992404965533,0.4166666666666667,0.10252526757949025,0.0486111111111111,0.002816617830814983,0.0,10.0,0.6513912450154465
degraded,scout_rich,scout_belief,crowd_vector,12,0.75,80.00622416897038,0.25,0.11233208581035954,0.020833333333333325,0.0032748585199376162,0.0,10.0,0.6497641280149585
degraded,scout_rich,scout_belief,stale_hold,12,0.5,78.25198403419297,0.5,0.10438152073252317,0.05555555555555553,0.003375884366113958,0.0,10.094827586206897,0.6478045982880541
severe,balanced_hetero,delayed,autonomous,12,0.5,73.05206011264413,0.75,0.11881418764786743,0.05555555555555553,0.0025031971351262582,0.0,16.60919540229885,0.0
severe,balanced_hetero,delayed,consensus_gated,12,0.4166666666666667,76.88745273959405,0.6666666666666666,0.11670113948891887,0.06249999999999997,0.004159856854983167,0.0,16.67671370126075,0.5414925557694995
severe,balanced_hetero,delayed,crowd_vector,12,0.25,76.74629407042555,0.8333333333333334,0.11471432069225469,0.0972222222222222,0.0033190491816444748,0.0,16.500876680303914,0.5500375509904922
severe,balanced_hetero,delayed,stale_hold,12,0.4166666666666667,74.96973355846579,0.5833333333333334,0.11987508640929397,0.08333333333333333,0.004138894833891201,0.0,16.724055829228245,0.5573022940347502
severe,balanced_hetero,no_shared,autonomous,12,0.4166666666666667,74.54939042069081,0.75,0.12525825635210733,0.06944444444444442,0.03386380996859224,0.07856309305172937,17.238861985472155,0.0
severe,balanced_hetero,no_shared,consensus_gated,12,0.0,73.93559841885062,1.0,0.11732683966144786,0.11805555555555551,0.03308673729172258,0.07578914141414138,16.88223334490522,0.5433604504339403
severe,balanced_hetero,no_shared,crowd_vector,12,0.25,73.81294346654742,0.8333333333333334,0.12014184076377855,0.10416666666666663,0.03253232850425705,0.07210743801652889,17.216501134750697,0.5333696214614447
severe,balanced_hetero,no_shared,stale_hold,12,0.16666666666666666,74.62027157080738,0.8333333333333334,0.11982298113598981,0.07638888888888885,0.03240529307180281,0.07909205693296599,16.37416817906836,0.5393832161144033
severe,balanced_hetero,perfect,autonomous,12,0.3333333333333333,69.35707610165339,0.8333333333333334,0.1146176400957113,0.10416666666666663,0.0,0.0,17.270444208163507,0.0
severe,balanced_hetero,perfect,consensus_gated,12,0.3333333333333333,75.9336459340897,0.75,0.11871069616800839,0.0972222222222222,0.0,0.0,16.890018978871296,0.5454372412283427
severe,balanced_hetero,perfect,crowd_vector,12,0.6666666666666666,77.65378920238173,0.3333333333333333,0.10126849771918656,0.04166666666666665,0.0,0.0,16.28735632183908,0.5534507775057899
severe,balanced_hetero,perfect,stale_hold,12,0.6666666666666666,76.9276456199499,0.4166666666666667,0.1113407011044907,0.04166666666666665,0.0,0.0,16.0,0.546569101480626
severe,balanced_hetero,scout_belief,autonomous,12,0.3333333333333333,75.00759734176016,0.6666666666666666,0.12255389362419211,0.07638888888888888,0.003172202247958042,0.000631313131313125,16.408625730994153,0.0
severe,balanced_hetero,scout_belief,consensus_gated,12,0.25,73.37712264913431,0.8333333333333334,0.12037008323847152,0.06944444444444442,0.003679454346944975,0.0,16.951232247284878,0.5639114748877302
severe,balanced_hetero,scout_belief,crowd_vector,12,0.3333333333333333,74.71871149346624,0.75,0.11532236436193262,0.0972222222222222,0.0044006797244240834,0.0015432098765432083,16.48803827751196,0.5503723206036182
severe,balanced_hetero,scout_belief,stale_hold,12,0.08333333333333333,75.32795372741093,0.9166666666666666,0.11744697052692869,0.09027777777777775,0.0041472144498884665,0.0,16.27159732922445,0.5604617604617604
severe,homogeneous,delayed,autonomous,12,0.5,77.51109206299816,0.9166666666666666,0.14321855329574315,0.0069444444444444415,0.006357109493803849,0.0006944444444444417,24.0,0.0
severe,homogeneous,delayed,consensus_gated,12,0.4166666666666667,72.82310573816396,1.0,0.16081019025213236,0.020833333333333325,0.0091664942017455,0.005113636363636342,24.0,0.5571518712668883
severe,homogeneous,delayed,crowd_vector,12,0.8333333333333334,75.82815024030539,1.0,0.13084467611795222,0.0,0.006172719002021084,0.004166666666666667,24.0,0.5493325605387481
severe,homogeneous,delayed,stale_hold,12,0.5833333333333334,74.09848971900439,1.0,0.14392584938919029,0.041666666666666664,0.005775713094569225,0.005618686868686859,24.0,0.5483531480910451
severe,homogeneous,no_shared,autonomous,12,0.4166666666666667,74.66971921244718,1.0,0.14642954465096236,0.0069444444444444415,0.036503257444006294,0.0866792929292929,24.0,0.0
