seed,team,map_mode,command_mode,stress,stress_family,mission_profile,mission_success,success_time,first_threshold_time,strict_success,strict_success_time,alive_final,reached_final,n_payload,payload_reached,attrition_rate,early_attrition_rate,cumulative_exposure,exposure_per_agent_step,early_exposure_per_agent_step,recovery_time,mean_fragmentation,max_fragmentation,mean_consensus,mean_dispersion,mean_polarization,command_reversal_rate,early_mean_consensus,early_mean_dispersion,early_reversal_rate,early_map_mse,false_safe_rate,false_danger_rate,mean_effective_map_delay,collapse_time,failure_label,n_agents,reached_fraction,alive_fraction,payload_fraction,time_efficiency,exposure_safety,recovery_safety,operational_score,safe_delivery_success,degraded_outcome
2732013936,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,46,45,1,46,11,11,0.0,0,0.08333333333333333,0.08333333333333333,80.21367565594116,0.14854384380729843,0.08912630628437906,10,0.0,0.0,0.6430260047281324,0.05214535765697924,0.24263746017956642,0.0,0.6430260047281324,0.05214535765697924,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.7444444444444445,0.3248007099668253,0.5,76.45832105064666,0,1
2732014945,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,45,1,45,12,10,0.0,0,0.0,0.0,91.12574177067106,0.165082865526578,0.1012508241896345,11,0.0,0.0,0.6062801932367151,0.055390152870103314,0.2578675241009466,0.0,0.6062801932367151,0.055390152870103314,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.8333333333333334,1.0,0.8333333333333334,0.75,0.24962333851555452,0.44999999999999996,72.99472673921777,0,1
2732015954,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,44,44,1,44,12,11,0.0,0,0.0,0.0,60.65991692790111,0.11233317949611317,0.0673999076976679,8,0.0,0.0,0.6222222222222223,0.052691291429689216,0.25247075633268257,0.0,0.6222222222222223,0.052691291429689216,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.9166666666666666,1.0,0.9166666666666666,0.7555555555555555,0.4893946386540311,0.6,81.44041383004532,1,1
2732016963,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,45,1,45,12,10,0.0,0,0.0,0.0,87.47970863490092,0.1584777330342408,0.09719967626100101,11,0.0,0.0,0.6304347826086957,0.05172641513242544,0.24362516687486294,0.0,0.6304347826086957,0.05172641513242544,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.8333333333333334,1.0,0.8333333333333334,0.75,0.2796466680261782,0.44999999999999996,73.4150533523665,0,1
2732017972,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,45,1,45,12,10,0.0,0,0.0,0.0,88.54211509205395,0.1604023824131412,0.09838012788005994,11,0.0,0.0,0.6545893719806763,0.05803294252748938,0.24434490117818858,0.0,0.6545893719806763,0.05803294252748938,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.8333333333333334,1.0,0.8333333333333334,0.75,0.2708982617584491,0.44999999999999996,73.2925756646183,0,1
2732018981,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,45,1,45,12,9,0.0,0,0.0,0.0,79.69544493820766,0.14437580604747763,0.08855049437578628,10,0.0,0.0,0.6400966183574878,0.05189991588512862,0.24854399483095377,0.0,0.6400966183574878,0.05189991588512862,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.75,1.0,0.75,0.75,0.343746336147829,0.5,71.3124487060696,1,1
2732019990,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,44,44,1,44,12,9,0.0,0,0.0,0.0,70.71796594984102,0.1309591962034093,0.07857551772204557,8,0.0,0.0,0.6320987654320989,0.05255141727525451,0.23880520283108536,0.0,0.6320987654320989,0.05255141727525451,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.75,1.0,0.75,0.7555555555555555,0.40473092634813956,0.6,73.25512185776284,1,1
2732020999,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,45,1,45,11,9,0.0,0,0.08333333333333333,0.08333333333333333,89.63207511145927,0.16879863486150523,0.09959119456828808,12,0.0,0.0,0.603864734299517,0.05987677776560094,0.2732368139746982,0.0,0.603864734299517,0.05987677776560094,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.75,0.9166666666666666,0.75,0.75,0.23273347790224896,0.4,67.25826869063148,0,1
2732022008,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,45,44,1,45,12,10,0.0,0,0.0,0.0,89.6345155006969,0.1623813686606828,0.09959390611188546,11,0.0,0.0,0.6376811594202899,0.05217173406914216,0.24903685443435228,0.0,0.6376811594202899,0.05217173406914216,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.8333333333333334,1.0,0.8333333333333334,0.75,0.261902869724169,0.44999999999999996,73.16664017613837,0,1
2732023017,homogeneous,perfect,crowd_vector,degraded,degraded,full_delivery,1,44,44,1,44,12,9,0.0,0,0.0,0.0,64.17525013030448,0.11884305579686014,0.07130583347811609,8,0.0,0.0,0.634567901234568,0.05439026832298343,0.24831716235594634,0.0,0.634567901234568,0.05439026832298343,0.0,0.0,0.0,0.0,12.0,181,0,12.0,0.75,1.0,0.75,0.7555555555555555,0.45980429183245397,0.6,74.02614897454325,1,1
