team,stress,n,safe_delivery_rate,attrition_rate,mean_effective_map_delay,operational_score,lambda2_ctrl_mean,lambda2_per_alive_mean,fragmentation_mean,lambda2_degenerate_steps,lambda2_low_population_steps
balanced_hetero,degraded,480,0.5833333333333334,0.04392361111111111,8.1552970211523,75.96971984536778,8.010276767573723,0.6816809749554174,8.116883116883117e-05,0,0
balanced_hetero,severe,480,0.37083333333333335,0.07239583333333334,16.55006498615639,75.41582100430006,7.923598944342578,0.6832140675228849,0.00017670254128587462,0,0
relay_mid,degraded,480,0.5270833333333333,0.043229166666666666,6.20979352278523,75.53490069983943,8.118813133826375,0.689714710727642,0.00026742624659291327,0,0
relay_mid,severe,480,0.3333333333333333,0.08107638888888888,12.940766310794292,74.38272379369091,7.99006026932833,0.6934425642977192,0.0004567032761477206,0,0
relay_rich,degraded,480,0.5,0.049479166666666664,4.307756729678928,75.41225178131026,8.001145222458955,0.6826124866596568,0.00041209716209716213,0,0
relay_rich,severe,480,0.29791666666666666,0.08628472222222222,9.24148565957115,73.85780929014226,7.850770918289877,0.6841694922274775,0.0006107837635615413,0,0
relay_sparse,degraded,480,0.5958333333333333,0.03680555555555555,10.0681802837265,76.22232111609017,8.123698983821019,0.6889211168502205,0.00012241462241462228,0,0
relay_sparse,severe,480,0.4708333333333333,0.05972222222222222,20.218685099576007,75.42583194364703,8.080175975544796,0.691945138583851,1.4880952380952383e-05,0,0
