stress,map_mode,command_mode,variant,fold,metric,delta,expected_direction,direction_matches
severe,delayed,autonomous,relay_rich_scout_matched,0,degraded_outcome,0.25,1,True
severe,delayed,autonomous,relay_rich_scout_matched,0,attrition_rate,0.031249999999999986,1,True
severe,delayed,autonomous,relay_rich_scout_matched,0,mean_effective_map_delay,-15.010494987468672,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,1,safe_delivery_success,-0.375,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,1,degraded_outcome,0.375,1,True
severe,delayed,autonomous,relay_rich_scout_matched,1,attrition_rate,0.09374999999999997,1,True
severe,delayed,autonomous,relay_rich_scout_matched,1,mean_effective_map_delay,-15.421052631578949,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,2,safe_delivery_success,-0.125,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,2,degraded_outcome,0.125,1,True
severe,delayed,autonomous,relay_rich_scout_matched,2,attrition_rate,0.02083333333333333,1,True
severe,delayed,autonomous,relay_rich_scout_matched,2,mean_effective_map_delay,-15.645000405482119,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,3,safe_delivery_success,-0.375,-1,True
severe,delayed,autonomous,relay_rich_scout_matched,3,degraded_outcome,0.25,1,True
severe,delayed,autonomous,relay_rich_scout_matched,3,attrition_rate,0.052083333333333315,1,True
severe,delayed,autonomous,relay_rich_scout_matched,3,mean_effective_map_delay,-15.550346240814019,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,0,safe_delivery_success,-0.125,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,0,degraded_outcome,0.125,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,0,attrition_rate,0.04166666666666666,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,0,mean_effective_map_delay,-14.8640664160401,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,1,safe_delivery_success,-0.375,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,1,degraded_outcome,0.375,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,1,attrition_rate,0.08333333333333331,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,1,mean_effective_map_delay,-14.447227983752484,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,2,safe_delivery_success,-0.5,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,2,degraded_outcome,0.375,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,2,attrition_rate,0.08333333333333331,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,2,mean_effective_map_delay,-15.337320868786385,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,3,safe_delivery_success,-0.625,-1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,3,degraded_outcome,0.5,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,3,attrition_rate,0.08333333333333333,1,True
severe,delayed,autonomous,relay_rich_scout_matched_standardized,3,mean_effective_map_delay,-14.622765006385695,-1,True
severe,delayed,crowd_vector,relay_rich,0,safe_delivery_success,-0.375,-1,True
severe,delayed,crowd_vector,relay_rich,0,degraded_outcome,0.375,1,True
severe,delayed,crowd_vector,relay_rich,0,attrition_rate,0.062499999999999986,1,True
severe,delayed,crowd_vector,relay_rich,0,mean_effective_map_delay,-14.879273152329844,-1,True
severe,delayed,crowd_vector,relay_rich,1,safe_delivery_success,-0.25,-1,True
severe,delayed,crowd_vector,relay_rich,1,degraded_outcome,0.25,1,True
severe,delayed,crowd_vector,relay_rich,1,attrition_rate,0.020833333333333325,1,True
severe,delayed,crowd_vector,relay_rich,1,mean_effective_map_delay,-15.004378455984165,-1,True
severe,delayed,crowd_vector,relay_rich,2,safe_delivery_success,0.0,-1,False
severe,delayed,crowd_vector,relay_rich,2,degraded_outcome,0.0,1,False
severe,delayed,crowd_vector,relay_rich,2,attrition_rate,0.03125,1,True
severe,delayed,crowd_vector,relay_rich,2,mean_effective_map_delay,-14.268855401214903,-1,True
severe,delayed,crowd_vector,relay_rich,3,safe_delivery_success,-0.125,-1,True
severe,delayed,crowd_vector,relay_rich,3,degraded_outcome,0.125,1,True
severe,delayed,crowd_vector,relay_rich,3,attrition_rate,0.041666666666666644,1,True
severe,delayed,crowd_vector,relay_rich,3,mean_effective_map_delay,-15.47895967270602,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,0,safe_delivery_success,-0.25,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,0,degraded_outcome,0.25,1,True
severe,delayed,crowd_vector,relay_rich_standardized,0,attrition_rate,0.041666666666666644,1,True
severe,delayed,crowd_vector,relay_rich_standardized,0,mean_effective_map_delay,-15.285335814283183,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,1,safe_delivery_success,-0.625,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,1,degraded_outcome,0.625,1,True
severe,delayed,crowd_vector,relay_rich_standardized,1,attrition_rate,0.1145833333333333,1,True
severe,delayed,crowd_vector,relay_rich_standardized,1,mean_effective_map_delay,-13.991957263849278,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,2,safe_delivery_success,0.125,-1,False
severe,delayed,crowd_vector,relay_rich_standardized,2,degraded_outcome,-0.125,1,False
severe,delayed,crowd_vector,relay_rich_standardized,2,attrition_rate,-0.031249999999999986,1,False
severe,delayed,crowd_vector,relay_rich_standardized,2,mean_effective_map_delay,-15.212719298245613,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,3,safe_delivery_success,-0.125,-1,True
severe,delayed,crowd_vector,relay_rich_standardized,3,degraded_outcome,0.125,1,True
severe,delayed,crowd_vector,relay_rich_standardized,3,attrition_rate,0.02083333333333333,1,True
severe,delayed,crowd_vector,relay_rich_standardized,3,mean_effective_map_delay,-14.615662842084756,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,0,safe_delivery_success,-0.375,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,0,degraded_outcome,0.375,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,0,attrition_rate,0.052083333333333315,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,0,mean_effective_map_delay,-15.169216143807795,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,1,safe_delivery_success,-0.625,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,1,degraded_outcome,0.625,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,1,attrition_rate,0.09374999999999999,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,1,mean_effective_map_delay,-14.848766513741982,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,2,safe_delivery_success,0.125,-1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,2,degraded_outcome,-0.125,1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,2,attrition_rate,0.0,1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,2,mean_effective_map_delay,-14.201354679802956,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched,3,safe_delivery_success,0.0,-1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,3,degraded_outcome,0.0,1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,3,attrition_rate,6.938893903907228e-18,1,False
severe,delayed,crowd_vector,relay_rich_scout_matched,3,mean_effective_map_delay,-15.348214285714285,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,0,safe_delivery_success,-0.375,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,0,degraded_outcome,0.375,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,0,attrition_rate,0.07291666666666664,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,0,mean_effective_map_delay,-14.701077080648892,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,1,safe_delivery_success,-0.625,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,1,degraded_outcome,0.625,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,1,attrition_rate,0.10416666666666664,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,1,mean_effective_map_delay,-14.609064327485381,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,2,safe_delivery_success,0.0,-1,False
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,2,degraded_outcome,0.125,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,2,attrition_rate,0.010416666666666685,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,2,mean_effective_map_delay,-14.695624123868996,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,3,safe_delivery_success,-0.125,-1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,3,degraded_outcome,0.125,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,3,attrition_rate,0.03125,1,True
severe,delayed,crowd_vector,relay_rich_scout_matched_standardized,3,mean_effective_map_delay,-15.322211779448622,-1,True
severe,scout_belief,autonomous,relay_rich,0,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich,0,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich,0,attrition_rate,0.010416666666666657,1,True
severe,scout_belief,autonomous,relay_rich,0,mean_effective_map_delay,-15.74561403508772,-1,True
severe,scout_belief,autonomous,relay_rich,1,safe_delivery_success,0.125,-1,False
severe,scout_belief,autonomous,relay_rich,1,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich,1,attrition_rate,-0.010416666666666671,1,False
severe,scout_belief,autonomous,relay_rich,1,mean_effective_map_delay,-14.76332877648667,-1,True
severe,scout_belief,autonomous,relay_rich,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich,2,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich,2,attrition_rate,-1.3877787807814457e-17,1,False
severe,scout_belief,autonomous,relay_rich,2,mean_effective_map_delay,-14.816259398496241,-1,True
severe,scout_belief,autonomous,relay_rich,3,safe_delivery_success,0.125,-1,False
severe,scout_belief,autonomous,relay_rich,3,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich,3,attrition_rate,-0.010416666666666644,1,False
severe,scout_belief,autonomous,relay_rich,3,mean_effective_map_delay,-14.825864349571246,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,0,safe_delivery_success,-0.25,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,0,degraded_outcome,0.25,1,True
severe,scout_belief,autonomous,relay_rich_standardized,0,attrition_rate,0.05208333333333333,1,True
severe,scout_belief,autonomous,relay_rich_standardized,0,mean_effective_map_delay,-13.499378442186973,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,1,safe_delivery_success,0.0,-1,False
severe,scout_belief,autonomous,relay_rich_standardized,1,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich_standardized,1,attrition_rate,0.010416666666666657,1,True
severe,scout_belief,autonomous,relay_rich_standardized,1,mean_effective_map_delay,-14.305092710590035,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,2,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich_standardized,2,attrition_rate,0.031249999999999986,1,True
severe,scout_belief,autonomous,relay_rich_standardized,2,mean_effective_map_delay,-14.95866785608088,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,3,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_standardized,3,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich_standardized,3,attrition_rate,-0.010416666666666671,1,False
severe,scout_belief,autonomous,relay_rich_standardized,3,mean_effective_map_delay,-14.90515080805462,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,0,safe_delivery_success,-0.25,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,0,degraded_outcome,0.25,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,0,attrition_rate,0.052083333333333315,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,0,mean_effective_map_delay,-14.750374346884161,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,1,safe_delivery_success,0.125,-1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,1,degraded_outcome,-0.125,1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,1,attrition_rate,-0.03125,1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,1,mean_effective_map_delay,-15.735566188197767,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,2,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,2,attrition_rate,0.031249999999999986,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,2,mean_effective_map_delay,-15.268253968253969,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,3,safe_delivery_success,0.0,-1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,3,degraded_outcome,0.0,1,False
severe,scout_belief,autonomous,relay_rich_scout_matched,3,attrition_rate,0.020833333333333343,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched,3,mean_effective_map_delay,-14.707809394175094,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,0,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,0,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,0,attrition_rate,0.04166666666666666,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,0,mean_effective_map_delay,-15.102989153919282,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,1,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,1,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,1,attrition_rate,0.010416666666666644,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,1,mean_effective_map_delay,-14.150262509722582,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,2,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,2,attrition_rate,0.020833333333333315,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,2,mean_effective_map_delay,-15.473684210526315,-1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,3,safe_delivery_success,0.0,-1,False
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,3,degraded_outcome,0.125,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,3,attrition_rate,0.02083333333333333,1,True
severe,scout_belief,autonomous,relay_rich_scout_matched_standardized,3,mean_effective_map_delay,-14.68709910369143,-1,True
severe,scout_belief,crowd_vector,relay_rich,0,safe_delivery_success,0.25,-1,False
severe,scout_belief,crowd_vector,relay_rich,0,degraded_outcome,-0.25,1,False
severe,scout_belief,crowd_vector,relay_rich,0,attrition_rate,-0.03125,1,False
severe,scout_belief,crowd_vector,relay_rich,0,mean_effective_map_delay,-15.366697994987469,-1,True
severe,scout_belief,crowd_vector,relay_rich,1,safe_delivery_success,-0.5,-1,True
severe,scout_belief,crowd_vector,relay_rich,1,degraded_outcome,0.625,1,True
severe,scout_belief,crowd_vector,relay_rich,1,attrition_rate,0.0833333333333333,1,True
severe,scout_belief,crowd_vector,relay_rich,1,mean_effective_map_delay,-14.919270158154006,-1,True
severe,scout_belief,crowd_vector,relay_rich,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,crowd_vector,relay_rich,2,degraded_outcome,0.0,1,False
severe,scout_belief,crowd_vector,relay_rich,2,attrition_rate,0.05208333333333333,1,True
severe,scout_belief,crowd_vector,relay_rich,2,mean_effective_map_delay,-13.516787658802178,-1,True
severe,scout_belief,crowd_vector,relay_rich,3,safe_delivery_success,0.0,-1,False
severe,scout_belief,crowd_vector,relay_rich,3,degraded_outcome,0.0,1,False
severe,scout_belief,crowd_vector,relay_rich,3,attrition_rate,0.06250000000000003,1,True
severe,scout_belief,crowd_vector,relay_rich,3,mean_effective_map_delay,-14.079864892115346,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,0,safe_delivery_success,0.125,-1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,0,degraded_outcome,0.0,1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,0,attrition_rate,-0.020833333333333343,1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,0,mean_effective_map_delay,-15.154545454545454,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,1,safe_delivery_success,-0.375,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,1,degraded_outcome,0.375,1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,1,attrition_rate,0.062499999999999986,1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,1,mean_effective_map_delay,-15.838983050847457,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,2,safe_delivery_success,-0.125,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,2,degraded_outcome,0.0,1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,2,attrition_rate,0.010416666666666657,1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,2,mean_effective_map_delay,-15.457350272232304,-1,True
severe,scout_belief,crowd_vector,relay_rich_standardized,3,safe_delivery_success,0.125,-1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,3,degraded_outcome,-0.125,1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,3,attrition_rate,-0.010416666666666657,1,False
severe,scout_belief,crowd_vector,relay_rich_standardized,3,mean_effective_map_delay,-15.144893483709273,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,0,safe_delivery_success,0.125,-1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,0,degraded_outcome,-0.125,1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,0,attrition_rate,0.010416666666666685,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,0,mean_effective_map_delay,-14.120689655172413,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,1,safe_delivery_success,-0.625,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,1,degraded_outcome,0.625,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,1,attrition_rate,0.10416666666666662,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,1,mean_effective_map_delay,-14.248736064298678,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,2,safe_delivery_success,0.0,-1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,2,degraded_outcome,-0.125,1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,2,attrition_rate,0.010416666666666664,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,2,mean_effective_map_delay,-14.90500447828034,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,3,safe_delivery_success,0.0,-1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,3,degraded_outcome,0.0,1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched,3,attrition_rate,0.03125,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched,3,mean_effective_map_delay,-14.503268522665074,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,0,safe_delivery_success,-0.25,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,0,degraded_outcome,0.25,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,0,attrition_rate,0.020833333333333315,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,0,mean_effective_map_delay,-14.32512315270936,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,1,safe_delivery_success,-0.5,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,1,degraded_outcome,0.5,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,1,attrition_rate,0.09374999999999999,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,1,mean_effective_map_delay,-14.139041990569645,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,2,safe_delivery_success,-0.25,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,2,degraded_outcome,0.125,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,2,attrition_rate,0.08333333333333331,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,2,mean_effective_map_delay,-14.257868089764642,-1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,3,safe_delivery_success,0.125,-1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,3,degraded_outcome,-0.125,1,False
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,3,attrition_rate,0.041666666666666685,1,True
severe,scout_belief,crowd_vector,relay_rich_scout_matched_standardized,3,mean_effective_map_delay,-14.138784461152882,-1,True
