predictor,auroc,n,degraded_rate
command_geometry,0.5823218728949865,2880,0.6753472222222222
map_uncertainty,0.57516901969949,2880,0.6753472222222222
early_exposure,0.6244361656791719,2880,0.6753472222222222
combined_no_attrition,0.6540731066906781,2880,0.6753472222222222
early_attrition_only,0.8262210796915167,2880,0.6753472222222222
combined_with_attrition,0.7663373795416741,2880,0.6753472222222222
